soort	frequentie	jaar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Kleine mantelmeeuw	driejaarlijks	2019	0.08	0.04	0.16	0.06	0.12	0.07	0.1	e92acec4f26b2e8eb2b6428e52a273340f1393dd	1f0d3d4c45433daa37d7d89ad9f2a5e530743403
Kleine mantelmeeuw	jaarlijks	2007	0.05	0.03	0.11	0.04	0.08	0.04	0.06	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2008	0.03	0.01	0.07	0.01	0.04	0.02	0.03	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2009	0.03	0.01	0.07	0.02	0.04	0.02	0.03	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2010	0.03	0.01	0.08	0.02	0.05	0.02	0.04	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2011	0.05	0.02	0.13	0.03	0.08	0.04	0.06	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2012	0.09	0.04	0.2	0.06	0.13	0.07	0.1	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2013	0.19	0.11	0.36	0.14	0.26	0.17	0.22	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2014	0.17	0.08	0.33	0.11	0.24	0.14	0.19	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2015	0.11	0.06	0.22	0.08	0.17	0.1	0.14	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2016	0.18	0.1	0.32	0.14	0.24	0.16	0.2	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2017	0.27	0.13	0.56	0.19	0.39	0.23	0.32	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2018	0.27	0.14	0.53	0.19	0.38	0.23	0.32	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2019	0.07	0.03	0.15	0.05	0.1	0.06	0.08	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kleine mantelmeeuw	jaarlijks	2020	0.11	0.04	0.27	0.07	0.17	0.09	0.13	48ca53ff755a3f3c1a188d0ea202a4f17ae3eac6	9f8cef71a64e5e00e53952a73e690047f867f5c2
Kneu	driejaarlijks	2007	0.13	0.11	0.16	0.12	0.14	0.12	0.13	f47fe27bb8f72d026e9872d21dad9f7e76ecd4d1	eae61aa64960e59cf54c624d79c0537f3ed1f57c
Kneu	driejaarlijks	2010	0.12	0.1	0.14	0.11	0.13	0.11	0.12	f47fe27bb8f72d026e9872d21dad9f7e76ecd4d1	eae61aa64960e59cf54c624d79c0537f3ed1f57c
Kneu	driejaarlijks	2013	0.11	0.09	0.14	0.1	0.13	0.11	0.12	f47fe27bb8f72d026e9872d21dad9f7e76ecd4d1	eae61aa64960e59cf54c624d79c0537f3ed1f57c
Kneu	driejaarlijks	2016	0.13	0.11	0.16	0.12	0.15	0.12	0.14	f47fe27bb8f72d026e9872d21dad9f7e76ecd4d1	eae61aa64960e59cf54c624d79c0537f3ed1f57c
Kneu	driejaarlijks	2019	0.14	0.11	0.17	0.12	0.15	0.13	0.15	f47fe27bb8f72d026e9872d21dad9f7e76ecd4d1	eae61aa64960e59cf54c624d79c0537f3ed1f57c
Kneu	jaarlijks	2007	0.14	0.11	0.17	0.12	0.15	0.13	0.14	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2008	0.13	0.1	0.16	0.12	0.15	0.12	0.14	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2009	0.12	0.09	0.15	0.1	0.13	0.11	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2010	0.12	0.1	0.15	0.11	0.13	0.11	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2011	0.11	0.09	0.14	0.1	0.13	0.11	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2012	0.11	0.09	0.14	0.1	0.12	0.1	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2013	0.11	0.09	0.14	0.1	0.12	0.1	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2014	0.11	0.09	0.14	0.1	0.12	0.1	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2015	0.11	0.09	0.14	0.1	0.13	0.11	0.12	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2016	0.12	0.1	0.15	0.11	0.14	0.12	0.13	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2017	0.13	0.1	0.16	0.11	0.14	0.12	0.13	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2018	0.14	0.11	0.18	0.12	0.16	0.13	0.15	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2019	0.14	0.11	0.17	0.12	0.16	0.13	0.15	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Kneu	jaarlijks	2020	0.15	0.11	0.19	0.13	0.16	0.14	0.15	0c11324bb86dcef09fb4eac5e66542253dffcdd8	68fccc315a4e370d113a076d340f01eedc8333b2
Knobbelzwaan	driejaarlijks	2007	0.07	0.04	0.13	0.06	0.1	0.06	0.08	090b8007a572fabeb1f71f7fb7a59850be699013	59b451c860817e13b9fd075345e0bb0bbb0283e7
Knobbelzwaan	driejaarlijks	2010	0.09	0.05	0.14	0.07	0.11	0.08	0.1	090b8007a572fabeb1f71f7fb7a59850be699013	59b451c860817e13b9fd075345e0bb0bbb0283e7
Knobbelzwaan	driejaarlijks	2013	0.09	0.06	0.15	0.07	0.12	0.08	0.1	090b8007a572fabeb1f71f7fb7a59850be699013	59b451c860817e13b9fd075345e0bb0bbb0283e7
Knobbelzwaan	driejaarlijks	2016	0.11	0.06	0.17	0.08	0.14	0.1	0.12	090b8007a572fabeb1f71f7fb7a59850be699013	59b451c860817e13b9fd075345e0bb0bbb0283e7
Knobbelzwaan	driejaarlijks	2019	0.13	0.08	0.21	0.1	0.17	0.12	0.15	090b8007a572fabeb1f71f7fb7a59850be699013	59b451c860817e13b9fd075345e0bb0bbb0283e7
Knobbelzwaan	jaarlijks	2007	0.07	0.03	0.12	0.05	0.09	0.06	0.08	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2008	0.07	0.04	0.13	0.06	0.1	0.06	0.08	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2009	0.07	0.04	0.12	0.05	0.09	0.06	0.08	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2010	0.08	0.04	0.13	0.06	0.1	0.07	0.09	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2011	0.08	0.05	0.14	0.06	0.11	0.07	0.09	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2012	0.08	0.05	0.14	0.06	0.11	0.07	0.09	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2013	0.08	0.05	0.14	0.06	0.11	0.07	0.09	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2014	0.09	0.05	0.15	0.07	0.12	0.08	0.1	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2015	0.1	0.06	0.16	0.08	0.13	0.09	0.11	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2016	0.1	0.06	0.17	0.08	0.13	0.09	0.12	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2017	0.1	0.06	0.17	0.08	0.13	0.09	0.12	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2018	0.12	0.07	0.2	0.09	0.16	0.11	0.13	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2019	0.13	0.08	0.22	0.1	0.17	0.12	0.15	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Knobbelzwaan	jaarlijks	2020	0.12	0.07	0.21	0.1	0.16	0.11	0.14	d37a19155abfbb5824b62ce119b7c3241748950b	e89d57ca1abbb383525c84676d64ccddf64b84ae
Koekoek	driejaarlijks	2007	0.16	0.14	0.19	0.15	0.17	0.16	0.17	03e53b32ac2e8f6be8c8f9d91a93b0776b32b433	4f30ff76a6025bbe47543f5c53b0a75cc777bbe4
Koekoek	driejaarlijks	2010	0.14	0.12	0.16	0.13	0.15	0.13	0.14	03e53b32ac2e8f6be8c8f9d91a93b0776b32b433	4f30ff76a6025bbe47543f5c53b0a75cc777bbe4
Koekoek	driejaarlijks	2013	0.13	0.12	0.16	0.13	0.15	0.13	0.14	03e53b32ac2e8f6be8c8f9d91a93b0776b32b433	4f30ff76a6025bbe47543f5c53b0a75cc777bbe4
Koekoek	driejaarlijks	2016	0.11	0.09	0.13	0.1	0.12	0.11	0.12	03e53b32ac2e8f6be8c8f9d91a93b0776b32b433	4f30ff76a6025bbe47543f5c53b0a75cc777bbe4
Koekoek	driejaarlijks	2019	0.14	0.12	0.17	0.13	0.16	0.14	0.15	03e53b32ac2e8f6be8c8f9d91a93b0776b32b433	4f30ff76a6025bbe47543f5c53b0a75cc777bbe4
Koekoek	jaarlijks	2007	0.17	0.13	0.21	0.15	0.19	0.16	0.18	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2008	0.16	0.14	0.2	0.15	0.18	0.16	0.17	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2009	0.15	0.13	0.19	0.14	0.17	0.15	0.16	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2010	0.14	0.11	0.17	0.12	0.15	0.13	0.14	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2011	0.13	0.1	0.16	0.12	0.14	0.12	0.14	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2012	0.15	0.12	0.18	0.13	0.16	0.14	0.15	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2013	0.14	0.11	0.17	0.12	0.15	0.13	0.14	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2014	0.15	0.12	0.18	0.13	0.16	0.14	0.15	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2015	0.12	0.09	0.15	0.1	0.13	0.11	0.12	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2016	0.1	0.08	0.13	0.09	0.12	0.1	0.11	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2017	0.11	0.09	0.14	0.1	0.13	0.11	0.12	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2018	0.11	0.08	0.14	0.1	0.12	0.1	0.11	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2019	0.13	0.1	0.16	0.11	0.14	0.12	0.13	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Koekoek	jaarlijks	2020	0.16	0.13	0.2	0.15	0.18	0.15	0.17	24aca586e3d854bbc23ccd9676670955964501af	c737ae13cb3cbd090f10c5a2ad5e1a2b1a180ba7
Kokmeeuw	driejaarlijks	2007	0.22	0.11	0.38	0.15	0.29	0.19	0.25	55ca7926a2fc848f940397988d6d561f1038caf1	6899f9294af1c08fae89ff2e06f832decf6d4437
Kokmeeuw	driejaarlijks	2010	0.26	0.14	0.44	0.19	0.34	0.22	0.29	55ca7926a2fc848f940397988d6d561f1038caf1	6899f9294af1c08fae89ff2e06f832decf6d4437
Kokmeeuw	driejaarlijks	2013	0.3	0.17	0.55	0.22	0.42	0.27	0.35	55ca7926a2fc848f940397988d6d561f1038caf1	6899f9294af1c08fae89ff2e06f832decf6d4437
Kokmeeuw	driejaarlijks	2016	0.34	0.19	0.63	0.25	0.47	0.3	0.4	55ca7926a2fc848f940397988d6d561f1038caf1	6899f9294af1c08fae89ff2e06f832decf6d4437
Kokmeeuw	driejaarlijks	2019	0.31	0.16	0.6	0.22	0.44	0.27	0.36	55ca7926a2fc848f940397988d6d561f1038caf1	6899f9294af1c08fae89ff2e06f832decf6d4437
Kokmeeuw	jaarlijks	2007	0.14	0.06	0.3	0.09	0.21	0.12	0.17	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2008	0.16	0.08	0.33	0.11	0.24	0.14	0.19	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2009	0.23	0.12	0.46	0.17	0.33	0.2	0.27	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2010	0.23	0.11	0.45	0.16	0.32	0.19	0.26	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2011	0.28	0.15	0.53	0.2	0.4	0.24	0.33	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2012	0.3	0.15	0.56	0.22	0.41	0.26	0.35	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2013	0.33	0.17	0.63	0.24	0.46	0.28	0.39	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2014	0.33	0.16	0.63	0.23	0.46	0.28	0.38	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2015	0.35	0.17	0.66	0.24	0.48	0.29	0.42	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2016	0.39	0.21	0.77	0.28	0.56	0.34	0.46	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2017	0.31	0.16	0.64	0.22	0.44	0.26	0.37	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2018	0.27	0.12	0.57	0.18	0.4	0.23	0.32	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2019	0.28	0.13	0.57	0.19	0.39	0.24	0.32	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Kokmeeuw	jaarlijks	2020	0.28	0.11	0.59	0.18	0.41	0.23	0.32	844cf057aef2420034fb4181c2ddaf625d77d186	831505318428da3fbe52dec5c0fa50448a03516e
Koolmees	driejaarlijks	2007	0.53	0.5	0.57	0.52	0.55	0.53	0.54	b38b3fa5d6589a45dcb27fdffebb300e07364c97	9a093566576079282f34597a2ddc7c65163eb1cc
Koolmees	driejaarlijks	2010	0.57	0.54	0.61	0.56	0.59	0.57	0.58	b38b3fa5d6589a45dcb27fdffebb300e07364c97	9a093566576079282f34597a2ddc7c65163eb1cc
Koolmees	driejaarlijks	2013	0.54	0.51	0.58	0.52	0.56	0.53	0.55	b38b3fa5d6589a45dcb27fdffebb300e07364c97	9a093566576079282f34597a2ddc7c65163eb1cc
Koolmees	driejaarlijks	2016	0.49	0.46	0.52	0.47	0.51	0.48	0.5	b38b3fa5d6589a45dcb27fdffebb300e07364c97	9a093566576079282f34597a2ddc7c65163eb1cc
Koolmees	driejaarlijks	2019	0.51	0.48	0.55	0.49	0.53	0.5	0.52	b38b3fa5d6589a45dcb27fdffebb300e07364c97	9a093566576079282f34597a2ddc7c65163eb1cc
Koolmees	jaarlijks	2007	0.51	0.47	0.54	0.49	0.52	0.5	0.51	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2008	0.52	0.49	0.56	0.5	0.54	0.51	0.53	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2009	0.58	0.53	0.63	0.56	0.6	0.57	0.59	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2010	0.57	0.53	0.61	0.55	0.59	0.56	0.58	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2011	0.56	0.52	0.6	0.54	0.58	0.55	0.57	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2012	0.61	0.56	0.66	0.58	0.63	0.59	0.62	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2013	0.53	0.49	0.57	0.51	0.55	0.52	0.54	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2014	0.56	0.52	0.61	0.54	0.59	0.55	0.57	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2015	0.53	0.48	0.57	0.5	0.55	0.52	0.54	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2016	0.47	0.44	0.51	0.45	0.49	0.46	0.48	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2017	0.48	0.45	0.53	0.47	0.51	0.47	0.49	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2018	0.51	0.48	0.55	0.49	0.54	0.51	0.52	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2019	0.52	0.48	0.57	0.5	0.55	0.52	0.53	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Koolmees	jaarlijks	2020	0.49	0.45	0.53	0.47	0.51	0.48	0.5	642bc93ca88dd91e583f9e829b84fd0f996837d0	5d912aa152217dc9f30991912e4e36d3d74c5704
Krakeend	driejaarlijks	2007	0.28	0.16	0.48	0.21	0.37	0.24	0.31	6ce421d61a69a6d830520671340ec5f7933d0a2c	8d0e1d76f87f82f297628dd1655fb3da09bf8162
Krakeend	driejaarlijks	2010	0.28	0.15	0.47	0.21	0.37	0.24	0.32	6ce421d61a69a6d830520671340ec5f7933d0a2c	8d0e1d76f87f82f297628dd1655fb3da09bf8162
Krakeend	driejaarlijks	2013	0.36	0.2	0.61	0.27	0.48	0.32	0.41	6ce421d61a69a6d830520671340ec5f7933d0a2c	8d0e1d76f87f82f297628dd1655fb3da09bf8162
Krakeend	driejaarlijks	2016	0.42	0.24	0.68	0.33	0.54	0.37	0.47	6ce421d61a69a6d830520671340ec5f7933d0a2c	8d0e1d76f87f82f297628dd1655fb3da09bf8162
Krakeend	driejaarlijks	2019	0.48	0.24	0.9	0.35	0.63	0.42	0.55	6ce421d61a69a6d830520671340ec5f7933d0a2c	8d0e1d76f87f82f297628dd1655fb3da09bf8162
Krakeend	jaarlijks	2007	0.09	0.04	0.19	0.07	0.13	0.08	0.11	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2008	0.08	0.04	0.15	0.05	0.11	0.06	0.09	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2009	0.07	0.03	0.13	0.05	0.1	0.06	0.08	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2010	0.07	0.03	0.14	0.04	0.1	0.06	0.08	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2011	0.09	0.04	0.18	0.06	0.13	0.08	0.11	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2012	0.08	0.04	0.16	0.05	0.11	0.07	0.09	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2013	0.09	0.04	0.2	0.06	0.13	0.08	0.11	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2014	0.11	0.05	0.21	0.07	0.16	0.09	0.13	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2015	0.1	0.05	0.19	0.07	0.14	0.08	0.11	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2016	0.11	0.05	0.22	0.07	0.16	0.09	0.13	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2017	0.14	0.06	0.25	0.1	0.19	0.12	0.16	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2018	0.16	0.08	0.32	0.12	0.23	0.14	0.19	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2019	0.15	0.07	0.34	0.1	0.23	0.13	0.19	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Krakeend	jaarlijks	2020	0.1	0.04	0.24	0.06	0.16	0.08	0.12	473de7cfaee8dcfb35062676fb9bfc3ff14e1b53	63090887f16bb4799c37dce19932e6b7be8f4961
Kuifeend	driejaarlijks	2007	0.51	0.4	0.64	0.45	0.58	0.48	0.54	ac91ad553467cba598c389f37e8852a54d73998a	878eb88ed9aab04d7bb0ad11c37a3e34b0c14210
Kuifeend	driejaarlijks	2010	0.52	0.41	0.65	0.46	0.58	0.49	0.55	ac91ad553467cba598c389f37e8852a54d73998a	878eb88ed9aab04d7bb0ad11c37a3e34b0c14210
Kuifeend	driejaarlijks	2013	0.53	0.43	0.66	0.47	0.6	0.5	0.56	ac91ad553467cba598c389f37e8852a54d73998a	878eb88ed9aab04d7bb0ad11c37a3e34b0c14210
Kuifeend	driejaarlijks	2016	0.53	0.43	0.67	0.48	0.6	0.51	0.56	ac91ad553467cba598c389f37e8852a54d73998a	878eb88ed9aab04d7bb0ad11c37a3e34b0c14210
Kuifeend	driejaarlijks	2019	0.54	0.43	0.69	0.48	0.61	0.51	0.57	ac91ad553467cba598c389f37e8852a54d73998a	878eb88ed9aab04d7bb0ad11c37a3e34b0c14210
Kuifeend	jaarlijks	2007	0.51	0.38	0.68	0.44	0.59	0.47	0.54	b83cbd87cbd9312e6bfc6e30887dad15c78fe471	a5fc55749af42fff64055b6bc88b149975faf3db
Kuifeend	jaarlijks	2008	0.5	0.38	0.66	0.44	0.57	0.47	0.53	b83cbd87cbd9312e6bfc6e30887dad15c78fe471	a5fc55749af42fff64055b6bc88b149975faf3db
Kuifeend	jaarlijks	2009	0.5	0.38	0.66	0.44	0.57	0.47	0.53	b83cbd87cbd9312e6bfc6e30887dad15c78fe471	a5fc55749af42fff64055b6bc88b149975faf3db
Kuifeend	jaarlijks	2010	0.51	0.39	0.66	0.44	0.58	0.48	0.54	b83cbd87cbd9312e6bfc6e30887dad15c78fe471	a5fc55749af42fff64055b6bc88b149975faf3db
Kuifeend	jaarlijks	2011	0.51	0.4	0.65	0.45	0.58	0.49	0.54	b83cbd87cbd9312e6bfc6e30887dad15c78fe471	a5fc55749af42fff64055b6bc88b149975faf3db
